City,State,Country,NumUsers,PayrollLast90,HasAutoPilot,Sales45,GoalCheck,StaffSalaries,MarketingROISource,EmailReports,AvgNoLoginsDay30,SalesMixActive,ConsistencyActive,DecathlonActive,CompApplied,ManualQuotes,ManualActivities,ECRMQuotes,ECRMActivities,SalesTrackMod,ActivityTrackMod,BasicCompMod,CompUpTo10Mod,PremiumCompMod,PremiumBuilderMod,ROIMod,AspirantMod,EmailReportMod,PointsMod,VitalStatsMod,GoalsMod,BusinessUnitMod,ShowModifyCompPlanMod
NULL,NULL,NULL,5,0,0,10,10,0,5,5,20,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
"Rome ",GA,NULL,11,5,0,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Valley Stream,NY,USA,9,5,0,10,10,5,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,15,0,0,10,10,0,5,0,0,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,7,5,10,10,10,5,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,5,0,10,10,0,5,0,20,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Memphis,TN,USA,7,0,0,10,10,0,5,0,0,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lakeway,TX,USA,4,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,5,10,0,0,0,0,0,0,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Ottawa,IL,USA,6,5,10,10,0,0,0,0,0,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Houston,TX,USA,6,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Cartersville,GA,USA,5,5,10,10,10,0,5,0,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Nesconset ",NY,USA,9,5,0,10,10,5,5,5,20,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Austin,TX,USA,5,0,0,10,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,0,0,0,10,0,5,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Kenner,LA,USA,4,5,10,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Parker,CO,USA,6,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Henrico,VA,USA,4,5,10,10,10,5,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Wellington,NULL,USA,4,0,0,10,10,0,5,0,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Titusville,PA,USA,4,5,10,10,10,0,5,0,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lumberton,NC,USA,5,5,0,10,10,0,5,0,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Arlington,TX,USA,4,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Pinecrest,FL,USA,5,5,0,10,10,0,5,0,20,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Eagan,MN,USA,3,5,10,10,10,0,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Austin,TX,USA,6,5,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Metairie,LA,USA,5,5,10,10,10,0,5,0,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,12,0,0,10,10,0,5,0,20,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,0,0,10,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Pearland,TX,USA,4,5,0,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
bothell,NULL,Canada,4,5,10,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Houston,TX,USA,3,0,0,10,10,5,5,5,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
ALBUQUERQUE,NM,USA,7,5,0,10,10,5,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Irmo,SC,USA,9,5,10,10,0,0,0,0,0,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Mukwonago,WI,USA,7,5,10,10,10,5,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Gig Harbor,WA,USA,6,5,0,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,0,10,10,5,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Little Rock,AR,USA,5,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
tampa,FL,USA,5,0,0,10,10,0,5,5,20,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
N Little Rock,AR,USA,5,0,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,0,10,10,5,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Frederick,MD,USA,6,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,5,10,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Joplin,MO,USA,5,0,0,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,0,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
HOLLYWOOD,FL,USA,7,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,14,0,0,10,10,0,5,0,20,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Prairie Village,KS,USA,3,5,10,10,10,0,5,0,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Fayette,MO,USA,5,5,10,10,10,5,5,0,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Columbia,SC,USA,7,5,10,10,10,0,5,0,20,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Orland Park,IL,USA,5,5,10,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Round Rock,TX,USA,5,5,10,0,10,5,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Brooklyn,NY,USA,10,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Tulsa,OK,USA,7,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Akron,OH,USA,4,5,10,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Colorado Springs,CO,USA,4,0,0,10,10,5,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,0,0,10,10,5,5,0,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Katy,TX,USA,7,5,10,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Torrance ",CA,USA,9,5,10,10,10,0,5,0,20,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Pittsburgh,PA,USA,8,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Gaffney,SC,USA,4,5,10,10,10,5,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Hinckley ",OH,USA,6,5,0,10,10,5,5,5,20,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Allen,TX,NULL,12,0,0,10,10,0,5,5,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Prairieville,LA,USA,4,5,10,10,10,0,5,0,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Baton Rouge,LA,USA,5,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Federalsburg,MD,USA,3,0,0,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Harrisburg,PA,USA,5,5,10,10,10,0,5,0,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,0,0,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Bothell,WA,USA,6,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,23,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Alpharetta,GA,USA,7,5,0,10,10,0,5,5,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Shreveport,LA,USA,4,0,0,10,10,5,5,5,20,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
mountlake terrace,WA,USA,11,5,10,10,10,0,5,5,20,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Export,PA,USA,3,5,0,10,10,0,5,0,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Fredonia,NY,USA,4,5,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
pinellas park,FL,USA,5,5,10,10,10,5,5,5,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Palm Springs,CA,USA,5,5,10,10,0,0,0,5,0,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Doral,FL,USA,10,5,10,10,10,0,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
crawfordsville,IN,USA,8,5,0,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Landrom,SC,USA,4,5,0,10,10,5,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Milford,DE,USA,6,5,10,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
HONOLULU,HI,USA,6,0,10,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
BALDWIN PARK,CA,USA,4,0,0,10,10,0,5,5,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,10,10,0,0,0,5,0,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Washington,NC,USA,6,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Paterson,NJ,USA,17,0,0,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
LOS GATOS,CA,USA,12,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,7,0,0,10,10,0,5,5,0,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
"The Woodlands ",TX,USA,5,5,10,10,10,0,5,5,20,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Columbia,MD,USA,7,5,10,10,10,0,5,5,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Chicago,IL,USA,4,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lake Charles,LA,USA,6,5,0,10,10,5,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
HOUSTON,TX,USA,7,5,0,10,10,5,5,5,20,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Gainesville,GA,USA,5,5,10,10,10,0,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lynbrook,AK,USA,6,5,10,10,10,5,5,0,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Sandy,UT,USA,3,5,0,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Colorado Springs,CO,USA,4,5,10,10,10,0,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,0,0,10,10,5,5,0,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Georgetown,TX,USA,9,5,10,10,10,0,5,0,20,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Oaklawn,IL,USA,3,0,0,10,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,0,0,10,10,0,5,0,0,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Springfield ",MO,USA,5,5,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Columbia,SC,USA,4,5,0,10,10,0,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
White Plains,NY,USA,4,5,10,10,10,0,5,0,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Duncanville,TX,USA,6,5,0,10,10,5,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lake Balboa,CA,USA,5,5,10,10,10,0,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Bucyrus,OH,USA,8,5,0,10,10,5,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Tampa,FL,USA,6,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Louisville ",KY,USA,3,5,10,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Burmingham,AL,USA,4,5,0,10,10,5,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Dayton,TX,USA,6,5,10,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,10,10,0,5,5,20,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Monte Vista,CO,USA,5,5,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Sandusky,OH,USA,4,0,0,10,10,5,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,2,5,10,10,10,5,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Ventura,CA,USA,6,0,10,0,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lynchburg,VA,USA,4,5,10,10,10,0,5,0,20,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
East Setauket,NY,USA,5,5,0,10,10,0,5,0,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,9,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
CORAL SPRINGS,FL,USA,5,5,0,10,10,0,5,0,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Reno,NV,USA,4,0,0,10,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,12,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Gainesville,TX,USA,18,0,0,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
VANCOUVER,WA,USA,7,5,0,10,10,0,5,0,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Bentonville,AR,USA,7,5,0,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Washington,MO,USA,4,5,10,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Princeton,NJ,USA,5,5,10,10,10,0,5,0,20,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Houston,TX,USA,7,5,10,10,10,5,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,9,5,10,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Phoenix,AZ,USA,3,5,0,10,10,5,5,0,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Desoto,TX,USA,3,0,0,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,0,0,10,10,0,5,0,20,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,0,0,10,10,0,5,0,0,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Mililani,HI,USA,6,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
tucson,AZ,USA,6,0,0,10,10,5,5,0,20,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
LAFAYETTE,LA,USA,11,5,10,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,10,10,0,5,0,20,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,0,0,10,10,5,5,0,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Bedford Hills,NY,USA,6,5,0,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,0,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Nixa,MO,USA,4,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,0,10,10,5,5,0,20,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Pottstown,PA,USA,3,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Norwood,OH,USA,4,5,10,10,10,5,5,0,0,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,0,10,10,0,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"south gate ",CA,USA,7,5,10,10,10,0,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,7,0,0,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Southlake,TX,USA,9,0,10,10,10,0,5,0,0,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
woodside,NY,USA,10,5,0,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Greenfield,WI,USA,10,5,0,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Trinity,FL,USA,9,5,10,10,10,5,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
